date,service_name,cost,resource_id,region,usage_amount
2023-01-05,Automation,0.08177125,automation-8270,asia-south-1,22.77616126114154
2023-01-05,Azure DNS,40.91407567,azure-dns-1860,eu-west-1,26.420740465424938
2023-01-05,Bandwidth,10447.97139,bandwidth-6390,asia-south-1,357.44910026968535
2023-01-05,Storage,10998.60124,storage-6191,us-east-1,322.7222017844705
2023-01-05,Virtual Machines,4543.884575967689,virtual-machines-6734,eu-west-1,97.46038744488646
2023-01-05,Virtual Machines Licenses,1940.749184,virtual-machines-licenses-7265,us-east-1,96.62025654479001
2023-01-05,Virtual Network,1866.728403,virtual-network-1466,asia-south-1,32.66040662428277
2023-01-06,Azure DNS,39.98276361,azure-dns-5426,us-east-1,25.365176788726888
2023-01-06,Bandwidth,10059.09562,bandwidth-6578,eu-west-1,164.42158871204944
2023-01-06,Logic Apps,0.261804565,logic-apps-9322,eu-west-1,35.63564449397208
2023-01-06,Network Watcher,0.8257125,network-watcher-2685,asia-south-1,13.319825261907951
2023-01-06,Storage,11729.93427,storage-1769,us-east-1,507.1732504849226
2023-01-06,Virtual Machines,65.48126618,virtual-machines-7949,eu-west-1,55.24111209059753
2023-01-06,Virtual Machines Licenses,1901.253076,virtual-machines-licenses-3433,asia-south-1,14.633087612499041
2023-01-06,Virtual Network,1892.544341,virtual-network-6311,eu-west-1,35.07818178129503
2023-01-07,Azure DNS,41.05608977,azure-dns-6051,eu-west-1,45.50502841236603
2023-01-07,Bandwidth,10138.47166,bandwidth-7420,us-east-1,134.98970752014677
2023-01-07,Logic Apps,0.260171185,logic-apps-2184,eu-west-1,2.304053848821008
2023-01-07,Network Watcher,0.24616875,network-watcher-5555,us-east-1,54.05074842498067
2023-01-07,Storage,11990.54888,storage-4385,eu-west-1,789.2378405829505
2023-01-07,Virtual Machines,594.6751622,virtual-machines-7396,asia-south-1,31.784974436035036
2023-01-07,Virtual Machines Licenses,1952.895445,virtual-machines-licenses-9666,eu-west-1,70.49219926652907
2023-01-07,Virtual Network,1942.356695,virtual-network-3558,us-east-1,78.54576537958458
2023-01-08,Azure DNS,40.99873932,azure-dns-8849,us-east-1,1.2644239655627585
2023-01-08,Bandwidth,10277.24138,bandwidth-3047,asia-south-1,369.5438473336926
2023-01-08,Logic Apps,0.250476039,logic-apps-3747,eu-west-1,43.10048194473279
2023-01-08,Storage,12184.18449,storage-1189,eu-west-1,524.2293729451847
2023-01-08,Virtual Machines,2731.079572,virtual-machines-3734,asia-south-1,67.01767396848052
2023-01-08,Virtual Machines Licenses,1949.983529,virtual-machines-licenses-4005,eu-west-1,58.21972156672826
2023-01-08,Virtual Network,1948.961962,virtual-network-5658,eu-west-1,18.12607930489675
2023-01-09,Azure DNS,40.04905981,azure-dns-2899,us-east-1,41.92982228387266
2023-01-09,Bandwidth,10952.34559,bandwidth-8734,eu-west-1,173.9744311864332
2023-01-09,Logic Apps,0.261188281,logic-apps-2267,eu-west-1,26.786665935986882
2023-01-09,Storage,12447.58952,storage-2528,asia-south-1,80.58135616607294
2023-01-09,Virtual Machines,2667.093937,virtual-machines-4556,asia-south-1,63.18036488694176
2023-01-09,Virtual Machines Licenses,1904.27342,virtual-machines-licenses-4890,us-east-1,70.98079256580542
2023-01-09,Virtual Network,1890.230392,virtual-network-9838,eu-west-1,11.492904603507053
2023-01-10,Azure DNS,41.6449366,azure-dns-6393,eu-west-1,26.092559856664767
2023-01-10,Bandwidth,11020.4926,bandwidth-9792,eu-west-1,128.71797209501023
2023-01-10,Logic Apps,0.372157856,logic-apps-9433,us-east-1,68.06555113685049
2023-01-10,Storage,12719.01169,storage-8513,us-east-1,180.7748217537436
2023-01-10,Virtual Machines,2769.889472,virtual-machines-3612,asia-south-1,72.18439642922193
2023-01-10,Virtual Machines Licenses,1980.888946,virtual-machines-licenses-8041,us-east-1,44.806181167048365
2023-01-10,Virtual Network,1979.970973,virtual-network-7235,eu-west-1,94.30569898630611
2023-01-11,Azure DNS,40.30954644,azure-dns-6486,eu-west-1,7.73852626315367
2023-01-11,Bandwidth,10743.40696,bandwidth-8099,us-east-1,183.71184850412408
2023-01-11,Logic Apps,0.297789516,logic-apps-1775,eu-west-1,20.212616911653015
2023-01-11,Storage,12887.90748,storage-9226,eu-west-1,743.520213708922
2023-01-11,Virtual Machines,3570.825269,virtual-machines-4152,us-east-1,88.9605418042883
2023-01-11,Virtual Machines Licenses,1962.025702,virtual-machines-licenses-2585,us-east-1,33.21474649436401
2023-01-11,Virtual Network,2062.877997,virtual-network-4943,eu-west-1,69.39856414307611
2023-01-12,Azure DNS,41.70181207,azure-dns-8555,eu-west-1,41.04388780985958
2023-01-12,Bandwidth,10825.61981,bandwidth-4073,eu-west-1,286.4963895677419
2023-01-12,Logic Apps,0.372680238,logic-apps-2021,asia-south-1,57.66855205204058
2023-01-12,Storage,10391.2141,storage-4843,asia-south-1,231.38921817533875
2023-01-12,Virtual Machines,0.0,virtual-machines-8989,asia-south-1,18.379249102530927
2023-01-12,Virtual Machines Licenses,2479.321248,virtual-machines-licenses-7873,us-east-1,90.74941821579941
2023-01-12,Virtual Network,2290.517714,virtual-network-6675,asia-south-1,91.03762514469975
2024-01-01,Azure DNS,165.68466560482227,azure-dns-1161,us-east-1,3.2021971406390133
2024-01-01,Bandwidth,10668.8437,bandwidth-5297,us-east-1,182.73429970337634
2024-01-01,Logic Apps,0.298164928,logic-apps-1995,asia-south-1,41.428861715139476
2024-01-01,Storage,10557.33145,storage-8629,asia-south-1,594.4667591526795
2024-01-01,Virtual Machines,0.000119192,virtual-machines-2016,asia-south-1,90.73992339573194
2024-01-01,Virtual Machines Licenses,2479.878051,virtual-machines-licenses-8869,eu-west-1,89.83777818386056
2024-01-01,Virtual Network,2293.084221,virtual-network-7439,asia-south-1,80.18879912718614
2024-01-02,Azure DNS,38.91565347,azure-dns-8892,eu-west-1,32.4595506615601
2024-01-02,Backup,19.28766782,backup-7863,us-east-1,1.7572596849554394
2024-01-02,Bandwidth,10386.71885,bandwidth-8916,eu-west-1,97.5817827654146
2024-01-02,Logic Apps,0.297443903,logic-apps-9529,asia-south-1,90.86987696743714
2024-01-02,Storage,10788.08075,storage-1878,us-east-1,504.82179474469245
2024-01-02,Virtual Machines,0.0,virtual-machines-5887,us-east-1,10.827734645496669
2024-01-02,Virtual Machines Licenses,2314.253686,virtual-machines-licenses-5859,us-east-1,19.132438857942887
2024-01-02,Virtual Network,2137.622806,virtual-network-7331,eu-west-1,69.71515921972502
2024-01-03,Azure DNS,41.48480893,azure-dns-9571,asia-south-1,1.2480176084647157
2024-01-03,Backup,19144.324258106204,backup-9684,us-east-1,24.472724627574877
2024-01-03,Bandwidth,11556.7128,bandwidth-8208,us-east-1,283.3922188959613
2024-01-03,Logic Apps,0.381514348,logic-apps-6276,us-east-1,72.27056779234239
2024-01-03,Storage,12218.00413,storage-3062,eu-west-1,538.9709446269504
2024-01-03,Virtual Machines,0.0,virtual-machines-1064,eu-west-1,30.18423785145038
2024-01-03,Virtual Machines Licenses,2466.692294,virtual-machines-licenses-9006,asia-south-1,74.09612992127823
2024-01-03,Virtual Network,2287.114918,virtual-network-3568,eu-west-1,31.352417874712007
2024-01-04,Azure DNS,40.32440653,azure-dns-6463,us-east-1,16.944585209804117
2024-01-04,Backup,6406.481699,backup-3027,asia-south-1,77.18422646062217
2024-01-04,Bandwidth,11304.24343,bandwidth-3695,us-east-1,331.82379154266306
2024-01-04,Logic Apps,0.308808485,logic-apps-6258,us-east-1,86.43010694447601
2024-01-04,Storage,12688.24918,storage-6618,eu-west-1,543.2096692252576
2024-01-04,Virtual Machines,1859.784719,virtual-machines-7736,asia-south-1,61.147774300192445
2024-01-04,Virtual Machines Licenses,2294.452273,virtual-machines-licenses-1391,eu-west-1,18.430729104528325
2024-01-04,Virtual Network,2215.498999,virtual-network-6892,eu-west-1,43.09442227534902
